Iteration,Pcal_bus1,Qcal_bus1,Voltage_bus32
57,0.0396814902405591,0.0217377117503323,0.922549304557063
58,0.0411164606165002,0.0265655945248717,0.922171132316668
59,0.0412701925758352,0.0242302797240246,0.917997232571184
60,0.040537232897579,0.021553100808779,0.925631247861438
61,0.0416413322173383,0.0252431499025683,0.916348139019105
62,0.036261518610484,0.0252795935549281,0.924113286125257
63,0.0385151263023023,0.0225317492767445,0.927975616179248
64,0.0441357271045817,0.0217709518140348,0.913672946064973
65,0.0430797735471487,0.0222845995144576,0.921143735017605
66,0.0395458034640654,0.0273446090912151,0.917000317105184
67,0.0423181170569684,0.0283176841606245,0.912979249420834
68,0.0366578177867343,0.0228903466781301,0.93027422675436
69,0.0378153231790801,0.023580228972178,0.926856603733045
70,0.0431700938268804,0.0290592712846482,0.917399165605672
71,0.0407548196642367,0.023947122007093,0.924569057468225
72,0.0352459441642736,0.0234999031615715,0.926951786564337
73,0.0417993750659598,0.023395524424231,0.919734252718745
74,0.0372948314188974,0.0291066321974833,0.915685890140149
75,0.0387986672716849,0.0299895090641424,0.91690599629642
76,0.0382298554496501,0.0292906126893486,0.91622089902317
77,0.0387610288159017,0.0228205823170713,0.92777826954049
78,0.0373028111762235,0.0339679512994238,0.910031338379737
79,0.0367791251696907,0.0222801807961863,0.929082698096146
81,0.0381385451504741,0.0224545417621336,0.935217117646588
82,0.0351110952190918,0.0212737578572355,0.93002479678306
83,0.0380298235147301,0.0206819501820918,0.927099124978644
84,0.0363506894897085,0.0246232472411707,0.925463407744553
85,0.0432019195420903,0.0285237754109291,0.915166649822138
86,0.0351409085061274,0.0226770165628949,0.929630359652583
87,0.0378988426517974,0.0240406239264628,0.927483457687745
88,0.0351178460736463,0.020291107360781,0.934195676114505
89,0.0400387493834202,0.0250796029830287,0.920733979472928
91,0.038821844720724,0.027412067044378,0.914839069661325
92,0.0392407630513549,0.0239144344939577,0.925234344293403
93,0.0348746578466557,0.0212896979889958,0.932541378872782
94,0.0379507816861775,0.0244824671528061,0.92801403951774
95,0.0408073485121925,0.0219689863266721,0.918496399407343
96,0.0441233090022433,0.0199473869958267,0.922598778613874
97,0.0345248053264022,0.0292047507402717,0.920220710781555
98,0.0366565045767047,0.021437122955958,0.930415088099726
100,0.0415788857791029,0.0268734945035476,0.920442903031906
101,0.0387895295611198,0.0220610976342117,0.92905882247946
102,0.042686353705081,0.024497052438921,0.920888240879937
103,0.0378262268589005,0.0255865167829814,0.925912971336824
104,0.0385496211950649,0.0259921371533629,0.922990440507408
105,0.0403965492700085,0.0270932988328578,0.916404658308312
106,0.0346749302035505,0.0181512285115373,0.936187931580791
107,0.0428637974002584,0.0260760878551745,0.921788791107539
108,0.0393284634834199,0.0207860468519661,0.929426358146135
109,0.0361322849340464,0.0235908486664336,0.928251259973744
110,0.0354157419705938,0.0287849844047452,0.923122357328813
111,0.0430801638743592,0.026955872026619,0.914778402709977
112,0.0372322788971928,0.0247344014857935,0.932676536723565
113,0.0424790963540964,0.023118345959567,0.924530184937493
114,0.0420364813916176,0.0239561160209449,0.919277422771039
115,0.0390974206688828,0.0253332329955889,0.918878768200736
116,0.0397537889782598,0.0221866805953042,0.924608323099176
117,0.0410379611955314,0.0248436230444797,0.923190996887454
118,0.0402531016266163,0.0239256229673996,0.92193678492565
119,0.0353508676333014,0.0291663826897963,0.923884049910383
120,0.0435890839723747,0.0257694006820053,0.919064725722036
121,0.0400454170663895,0.0239535821789234,0.920225557223775
122,0.0366945868429944,0.0200880811853299,0.930868325946152
123,0.0322257033007745,0.0236317423636043,0.932113993524126
124,0.0366720433325263,0.0211404120666012,0.932609485860121
125,0.033590579920368,0.0200853749363317,0.933845865664015
126,0.0383544116862495,0.0243097061517314,0.922731948661051
127,0.0383359270035122,0.0282386212382519,0.919119731010039
128,0.0399438586055574,0.023685537770012,0.920497035988208
129,0.0346290243042713,0.01973080044033,0.934112847304766
130,0.0389621283679684,0.021578439542246,0.928410910373976
131,0.0386296064846725,0.0243540289026338,0.92188625249744
132,0.0372240515506235,0.0229945956220199,0.926248218024766
133,0.0441598341781049,0.0277672926255468,0.91304298446069
134,0.0389161653481107,0.0229338046743566,0.930026103746375
135,0.0453973563015779,0.0220250498960235,0.917266696312321
136,0.037170099647982,0.017173646401095,0.935555937508311
137,0.0418582501336715,0.0257254451909414,0.915469867868768
138,0.0378894366120566,0.0279524764462069,0.918100255940295
139,0.0396429322761751,0.0246216210275927,0.927006394899738
140,0.0385285882290294,0.0241930447328969,0.926157966123011
141,0.0415754474908621,0.0242415384610712,0.919194924411807
142,0.036671419675459,0.0143653992651585,0.936616829942401
143,0.038046930291193,0.0245974300264713,0.923839435196039
145,0.0372041486633297,0.0262121904974117,0.924758213543259
146,0.0310376721797017,0.0248622251004527,0.930159524815843
147,0.0391609451463602,0.023130842653182,0.924957595143032
148,0.04101644202931,0.0214006544356335,0.921650619073787
149,0.0378692120294009,0.0176410443539536,0.932565754236319
150,0.0419215326079261,0.0237170558441235,0.921199913290557
151,0.0313433302881929,0.0236168379518595,0.936065340256583
152,0.0445823612472207,0.0239572735649185,0.913785239262975
153,0.0370980956918263,0.0221535419750527,0.931280082490008
154,0.0335864731865083,0.0231906279136203,0.936115192625634
155,0.0467358719926558,0.0232398381008876,0.912418697552551
156,0.0404154995073327,0.0295018885002927,0.913622500704449
157,0.0408393156010369,0.0228082934045322,0.922664711969807
158,0.0372974845167029,0.0282799820384128,0.924502349079239
159,0.0418983844464069,0.0285167908380828,0.915337413796139
160,0.041845077704135,0.0252224460623349,0.915682582596652
161,0.0384333498856844,0.0266754497224913,0.919464406360715
162,0.0385728579946942,0.0277595298580593,0.917616881260161
163,0.0385543127948917,0.023735978682228,0.92393347961193
164,0.039590275475943,0.0211535543581114,0.926641646563421
165,0.0404854336400327,0.0213907725675888,0.924212988233431
166,0.0382933693758272,0.0222518369205957,0.926410868781696
167,0.0412600925835811,0.0279629866138134,0.91618373339194
168,0.0386611476648699,0.0222181489909268,0.929478914894134
169,0.0406015198681171,0.0224672332152798,0.919614428673219
171,0.0387906254709662,0.0209896850323874,0.928992579425439
172,0.041878629916198,0.0250908193743644,0.917035653623107
173,0.0372767948741846,0.0286733198532492,0.919139146161632
174,0.045656888992319,0.0240473996597981,0.912493009127033
175,0.0327449159921667,0.0222674605393607,0.929409287087537
176,0.0312126254501752,0.023286345795257,0.93184152679855
177,0.0394248654516503,0.0231654732594819,0.919439419537268
178,0.0385029963723635,0.0215812872899512,0.927953480149587
179,0.0422880994486317,0.0238045678984395,0.920438825776359
180,0.0390662588833077,0.0185574565856372,0.927202253189995
181,0.0416766449999635,0.0248253613095084,0.919808496829811
182,0.0403598157838836,0.023983782770614,0.92182759372975
183,0.038191844474575,0.0260380033460699,0.923616814595959
184,0.0354386432838094,0.0222651837397558,0.932379230205337
185,0.040503125532954,0.0249282516159957,0.91530511803603
186,0.0385104379976067,0.02680079973877,0.921827301310795
187,0.0391296357364563,0.0174021689560755,0.929548988088591
188,0.0405315000890614,0.0314931722429952,0.915161675300191
189,0.038365038358922,0.0210065000682365,0.929566916344941
190,0.0460191742572036,0.0248054823724795,0.912976184056097
191,0.0386088805441833,0.0262441899940145,0.922758927954657
192,0.0396909064839424,0.0219332988991372,0.925710113767104
193,0.0389456678743159,0.0243461608867026,0.922278065653857
194,0.0413411387840768,0.0230936068295229,0.918408013605418
195,0.031424739880709,0.0245729854506669,0.931847607442151
196,0.035488871772122,0.0213448741032245,0.930443105120253
197,0.0385567033624703,0.0253707103767997,0.922583502553763
198,0.0395475462017405,0.0237273274837388,0.923002951543944
199,0.0426676871744576,0.0251588528853848,0.9240315575837
200,0.0390225031813483,0.0245892003319481,0.927034839489974
201,0.0298705267646557,0.0268130459762004,0.932370199668974
202,0.0429743071887501,0.0239611232643098,0.917936584002346
203,0.0359652306885376,0.0243202478757469,0.926094356195902
204,0.0350686101989712,0.0192985137862287,0.934352707725654
205,0.0430588361512729,0.0213843540011807,0.924963125493712
206,0.0336739424998189,0.0243156577951167,0.930029390148183
207,0.0440938509464619,0.0248599334759136,0.918628460503735
208,0.037147286766066,0.0225250092666522,0.927389844648537
209,0.039359561409265,0.0283751826603682,0.91757337217168
210,0.0401385004894213,0.0308586305966738,0.916009247984688
211,0.0358768801896332,0.0223772547270533,0.928937490292504
212,0.0442075654564977,0.0226868870127035,0.91900938351851
213,0.0374477095362487,0.0243761802898561,0.925111079341048
214,0.0353536513249786,0.0229042791061804,0.927640486124746
215,0.037578698522946,0.0246680916738002,0.920512314786428
216,0.0449289894276994,0.0212346060556223,0.91926163098826
217,0.0354109331928321,0.0308410421246537,0.91857115560975
218,0.0279502067757651,0.026636231101544,0.934179803469569
219,0.0389591582410063,0.0248722115035269,0.927162055527159
220,0.0362684074715691,0.0236234053012305,0.92739333764856
221,0.0386400667099416,0.029400553957748,0.921803135786965
222,0.0408777511417977,0.0187999758852477,0.926701662108591
223,0.0400337484162048,0.0234246941210516,0.922888247292054
224,0.032014665162027,0.0284348443690812,0.929499866423263
225,0.0340040651527449,0.0253752349145397,0.929210349363898
226,0.0436216324786383,0.0216354836379766,0.918961722838099
227,0.0430764881137584,0.0285912600061709,0.914662080548282
228,0.0392327910394421,0.0249811718068269,0.922725771760487
229,0.0385383874123662,0.0293924172054849,0.915150459727983
230,0.0343455792498677,0.0225573403594224,0.932613624920961
231,0.0343038289992226,0.0256632738171252,0.931684581661397
232,0.0376523964220521,0.0213090000301399,0.930772751013744
233,0.0416541351923687,0.0235714435472865,0.917999150833888
234,0.0421944679282902,0.021725745200281,0.92052024945159
235,0.0395588885636933,0.0189144197755686,0.929827859134618
236,0.0389589810877133,0.0255350433395636,0.922965200546069
237,0.0369254847194469,0.0259082663273142,0.924232562164726
238,0.0424193454641877,0.0243227062582543,0.914484538590216
239,0.0407192603148125,0.0268832965157566,0.920550317000081
240,0.0344261414494955,0.0257844976963515,0.924837556911084
241,0.0368407173668821,0.0222145321794462,0.932179622650766
242,0.0444999764546488,0.0273130147376177,0.911515987481298
243,0.0323263209871421,0.0271835230474276,0.92428864918646
244,0.0360485779719451,0.0275061591193255,0.921703679184243
245,0.0372521623035542,0.0227327996409361,0.929854237133897
246,0.0397027146562898,0.0223614395963478,0.925058334727828
247,0.0403131558322318,0.0218024921010755,0.922016563158296
248,0.041350207615551,0.0269675032331493,0.918354698139245
249,0.041525664440675,0.0225701580148368,0.922356157780742
250,0.0343749070274253,0.0243109685303464,0.93242923001217
252,0.0371531823215001,0.0239597329088701,0.925416455886748
253,0.0439059529724002,0.0289128897473878,0.911472897677943
254,0.0399371067356746,0.0298546358161165,0.912491608551967
255,0.0384192715772258,0.0233829195708886,0.927220672134188
256,0.0397728009342053,0.0305899447847366,0.914195164133257
257,0.0348630029156336,0.0236430165191317,0.928794386603754
258,0.0369503210194058,0.0290888590816252,0.921989725922611
259,0.0374196838934857,0.0214819061704938,0.927404353352127
260,0.0372015230608831,0.0319762844408711,0.919870145041864
261,0.0400199116063913,0.0258908842442755,0.921695928774477
262,0.0432527374347611,0.0271679331959653,0.913567270891881
263,0.0459250875993504,0.0279145110975305,0.911681311510501
264,0.0420010600307048,0.0254400481461907,0.922022917042312
265,0.0392828229725399,0.0275892481186419,0.91779938795328
266,0.0392226382595347,0.023780258053951,0.925040095399639
267,0.0350311182114762,0.029981357149989,0.922224784803833
268,0.0410890138146165,0.025224003057934,0.919595363729859
270,0.036909294086664,0.0247567549406522,0.923531789417961
271,0.0424755238465906,0.0250840278288758,0.91966203617617
273,0.0445126414522079,0.0237472020826264,0.918766509409957
274,0.0455665371205889,0.0251063336740698,0.917211891495787
275,0.0432661118369282,0.0234405957366901,0.915113922908779
276,0.0397175419744951,0.0184770209802787,0.932151245230461
277,0.0377424016382655,0.0273694601586394,0.917070903692323
279,0.0397467967978482,0.0244466856801182,0.921792401425381
280,0.0415399498169737,0.0236127410816387,0.919931119863356
281,0.0419061025636154,0.0238075742870336,0.923193347065045
282,0.0408161401411729,0.0275700579804479,0.91492126300912
283,0.039708465756803,0.0250253052714893,0.921452541776953
284,0.0408081043696811,0.0228707774248997,0.922913290876505
285,0.0355879512430928,0.0252512430143517,0.924605389111426
286,0.0414835687726818,0.0222522378624639,0.92343086260649
287,0.0447396707858552,0.0253606096862917,0.914587384365017
288,0.0346048803274552,0.0214829347719014,0.935136836953632
289,0.0412394446447806,0.0255674141058444,0.921871391440573
290,0.03819354550782,0.0220260217865835,0.92583149559011
291,0.0392755630538186,0.0251995576885911,0.919265843564574
293,0.042738193199229,0.0185316746496564,0.927449185614665
294,0.043496114880778,0.0268319074453354,0.914434619535111
295,0.0427893550723706,0.0268571496796417,0.917456172749627
296,0.0378985193977446,0.0251279900858652,0.922612161993194
297,0.0389069677299663,0.0208783322181576,0.928456827220799
298,0.0355138649275304,0.0235952557129266,0.927205102175107
299,0.0371380505237635,0.0311790797002667,0.918053311748785
300,0.0372686656852999,0.022615682839441,0.92669175368395
301,0.038609412232951,0.0247980300664521,0.928262639261312
303,0.0330187577596828,0.0216331006447579,0.935193408627493
304,0.0452294793509829,0.0231643443862337,0.916431938888819
305,0.0402262810085396,0.0223942905669619,0.922179435417966
307,0.0325333756891748,0.0236894369045997,0.931213742379306
308,0.0434852753800055,0.0200484159659062,0.922757143855808
309,0.0437549733613256,0.0243889580842138,0.917218882893271
310,0.0404038096423918,0.0259430379161278,0.9176563938005
312,0.0407300040903262,0.0268227777613435,0.919751846959374
313,0.039497931523087,0.0247432164848442,0.922532593767474
314,0.0421256233886318,0.0249354074014185,0.920030323455997
315,0.0338221520372635,0.0256585477650013,0.93293290502519
316,0.0373758168714815,0.0290826270189779,0.918927154750122
317,0.0384388015390211,0.0249562104314283,0.926644701710403
318,0.0361618433137902,0.0243876755687511,0.930622765371827
319,0.0390451467275863,0.0215028215350142,0.924895510893908
320,0.0457429160700471,0.0272302444202142,0.916372187572083
321,0.0377924460928583,0.0293949458031824,0.913748371000048
322,0.0453569331930446,0.0235582395548244,0.915446121450271
323,0.0303375226964135,0.0237065787061548,0.935028085869682
324,0.0449682151514566,0.0230530539421778,0.918614353536488
325,0.0418861571670011,0.0236916897863795,0.92280418160213
326,0.036063206262849,0.0239106294280376,0.928485379344321
327,0.0362699082402838,0.0245049462722324,0.929967795976466
328,0.0370206785280587,0.0289744542483783,0.916404407295038
329,0.0414840654312378,0.0253023036378348,0.918160173429468
330,0.0383114651629359,0.0219963535684178,0.928364913902365
331,0.0347670211782916,0.0232118628586901,0.929065552049462
332,0.0412301198276825,0.0203671401727696,0.927894107343321
333,0.0365606512170249,0.0241128160968565,0.92798183032849
334,0.0428554589235528,0.0264816673729271,0.916485701965331
335,0.0401197975719914,0.0238638590524527,0.922471483134004
336,0.0435151012826154,0.024407838357245,0.917237435113276
337,0.044563390939377,0.0234103004059669,0.915552854690512
338,0.0405196550186773,0.0208831436706891,0.927746355553837
339,0.0350257335427759,0.0238955239176235,0.928603517338028
340,0.0334321036529399,0.0296374480178434,0.926613645829443
341,0.036412585570897,0.0165554610624614,0.933593057418467
342,0.0317268920766267,0.026507275720606,0.933557903220029
343,0.0403419587785745,0.0261578184159053,0.916969077931332
344,0.0418023115840711,0.0227105113575892,0.926012055415466
345,0.036973026794433,0.0240595684621265,0.928234529184874
346,0.0320036882718622,0.0285469153217646,0.928947537460569
347,0.0373833942320303,0.0261003136639584,0.923529307821356
348,0.0413193911094485,0.0203085078218246,0.924764261966586
349,0.0401023181708418,0.0280210415911641,0.917334471223617
350,0.037166717586496,0.024357148453646,0.928599716788862
351,0.0377874385110886,0.0235004583415668,0.927997806649576
352,0.0391785922460102,0.0265340687029383,0.919640416111873
354,0.0397851607737856,0.0221838707397808,0.927639061930804
356,0.0453325747406694,0.0239853202152407,0.914927529328498
357,0.0452813361121436,0.0236840792848758,0.91683241266577
358,0.0404886856908604,0.0161914557418585,0.935258359237509
359,0.0435413106690863,0.023218482541,0.919074572886499
360,0.0416694071473316,0.0297859019498663,0.914000738098296
361,0.0434058076157413,0.0314111771746379,0.909478968810328
362,0.0351009596817598,0.0279338283858772,0.929993900738321
363,0.0368347723359843,0.0219054865906978,0.930097857816571
364,0.0403347811714134,0.0214406801601577,0.926616965048614
365,0.0398274686524331,0.0250462498808854,0.919837851733039
366,0.0401039611598204,0.026802518443481,0.916201714610061
367,0.0340139323955011,0.0206748867353053,0.933531867076876
368,0.0369324662889223,0.02309556898821,0.929610604709558
369,0.0366904761678377,0.0248031684265913,0.926225376522949
370,0.0357558287753967,0.0249992270353525,0.928532399290826
371,0.0370510497850791,0.0255817824841671,0.925598354118748
372,0.0340679292909645,0.0196872214965804,0.93327689728817
374,0.0404266971544658,0.0277323921875716,0.913875746734299
375,0.0382285215736733,0.0242790893287825,0.926502996472464
376,0.0478053881283795,0.0259310330444063,0.913014902037459
377,0.0403470092347416,0.023790838854219,0.918815225302712
378,0.0438367170275527,0.0244514774291869,0.920069050626288
380,0.0343536769166963,0.0238194020464935,0.928074382453576
381,0.0425323508073365,0.0232490339130012,0.921373049427558
382,0.0402637746779639,0.0238902904576213,0.921740290724953
383,0.0419210835369839,0.0233875258616045,0.916210263878007
384,0.0393188148916579,0.0276165780288915,0.916350286839429
386,0.0400766574451819,0.0246645959644018,0.92264696045442
387,0.0361192082320692,0.0253280522571044,0.926164327575618
388,0.0378781855357069,0.022213248393629,0.928838717265922
390,0.0368635524233056,0.023336654892522,0.92537740423588
391,0.0373451553488984,0.0224635979837435,0.930126290911834
392,0.0374943240962722,0.0263561563903014,0.927863547831331
393,0.0382180778272119,0.0270434955248895,0.921087458081495
394,0.040789254083478,0.0240056392019063,0.925904960195791
395,0.040382132727574,0.0247670846094348,0.924091139937841
396,0.0359928046976279,0.020841337075459,0.9305264732681
397,0.0327896401306429,0.0256816028181435,0.928203496344738
398,0.0415870227967758,0.0267558856146364,0.915311629764597
399,0.0398164785029067,0.0270399103156684,0.92118291776622
400,0.0371553682215211,0.0235318696702009,0.925286947121899
401,0.0370904375957846,0.0265006096907143,0.922199131919671
402,0.0397230535106079,0.0224046118843058,0.923488281668639
403,0.0383782293418182,0.0264921347674152,0.920526429345508
404,0.0368411463352789,0.027347324231906,0.919597882804591
405,0.0390488308073085,0.0282736683273708,0.92070192447318
406,0.0369873339427631,0.0236353895600567,0.929296590380233
407,0.0384717734399747,0.0218012928665399,0.92375179965443
408,0.0408706479983394,0.0224808996994703,0.923433231357694
409,0.0387460174744128,0.0214711621814532,0.925782998046812
410,0.0352578608144007,0.0268322630387017,0.927277489003972
411,0.0399064079780818,0.0275693530952994,0.919059286973782
412,0.0422675870145426,0.0235586916938262,0.917087497420323
413,0.0401162230766126,0.0267023806424431,0.919474943258762
414,0.0402519431573136,0.0277634739591646,0.914338300302252
415,0.038749876213803,0.0269774585320306,0.920239114337137
416,0.0405039872758284,0.0243232243704421,0.920912251726116
417,0.0379499508340029,0.0234150046106336,0.927424652386667
418,0.0387800403478167,0.0193609048480479,0.935298149027078
419,0.0375857144041554,0.0221703172089294,0.927631506858348
420,0.0407353745601018,0.027540425267083,0.919465885210365
421,0.0361755578497132,0.0248272057278403,0.927763223049045
422,0.0392804281086807,0.0264785403378021,0.92170521192761
423,0.0368575233277007,0.0238290039202802,0.927157351084324
424,0.033829488558009,0.0237986700682855,0.931453985319947
425,0.0377809636761484,0.0233236887800699,0.924270008734707
426,0.042049865054878,0.0288119853878364,0.916047783393902
427,0.040957597078469,0.0254798154089837,0.915797825283772
428,0.0415135518649237,0.0237913207522933,0.920916228454335
429,0.0326254136096456,0.020998510921328,0.935484701219758
430,0.0398729427115665,0.0245216779713724,0.921023201262411
431,0.0382020629796216,0.0298458518285045,0.915879983365978
432,0.0388108889525878,0.0187916138547983,0.927560140335509
433,0.0410395912229973,0.0225836603959868,0.924542622667852
434,0.0411627986019631,0.0263378322143959,0.915967369855327
435,0.0438175437870765,0.0226014944107922,0.918191574858385
436,0.0413527608470972,0.0227035946265968,0.924338324700094
437,0.0398291079909612,0.0269088652415599,0.923564378882829
438,0.0445517039706171,0.0264202912927578,0.916178128783986
439,0.0399660174804009,0.0251195117015897,0.920470046428126
440,0.0413413911062026,0.0270712622530658,0.917171470815847
441,0.03759137222211,0.024688561181752,0.920534676516344
442,0.0456459647581173,0.0309247325340367,0.909961637560476
443,0.0405203543821369,0.028047963021189,0.921660361525526
445,0.0434959452458887,0.0236627273062418,0.918413474242389
446,0.0453354645786241,0.0279228589018583,0.914478182152061
447,0.0344587921420043,0.0275189913475824,0.92735056340703
448,0.0408508144962205,0.0254736667255502,0.919131212508812
449,0.0390487759998734,0.0255039661534058,0.921501581728373
450,0.0412084020479639,0.0260281077370532,0.910108418218622
451,0.0362923950696565,0.0237091071800641,0.928704507219591
452,0.04243445515581,0.0216651332589706,0.921741841264424
453,0.0403433686657131,0.027592727089889,0.919045309463776
454,0.0382018006153686,0.0216432433888931,0.92925074590676
455,0.0408872455262639,0.020892465013203,0.932410509157833
456,0.0409304714094212,0.0217323522478292,0.923709115175993
457,0.0394883217276476,0.0231836448840728,0.926068697932551
458,0.0398707257589557,0.026489224410704,0.920598647389601
459,0.0386405529030487,0.0278469241908885,0.915466409409853
460,0.0383487966837155,0.0272708846376508,0.923303025391253
461,0.0346709160679986,0.0247113759217115,0.928725809669283
462,0.0385587628436266,0.0329792899475017,0.913837220349557
463,0.0343557820283777,0.0242385804639813,0.934520627832356
464,0.041220261744586,0.0227833436837077,0.920581239235936
465,0.0372312919852345,0.0229192796013562,0.931863341333178
466,0.0431093351237237,0.0246737679494524,0.921311448541636
467,0.0375460865297157,0.0253072554756395,0.922532877707813
468,0.0386845884261433,0.0210648556382349,0.930371159805267
469,0.0353101269938421,0.0228812908269838,0.927215909784187
470,0.0413648521213688,0.0254425781459942,0.918491876827256
471,0.0415620214708152,0.023903337757309,0.92023551854639
472,0.0405805973399342,0.0246178443007015,0.923134666171327
473,0.0401062907946965,0.0255310431430873,0.918098357306799
474,0.0366439124157427,0.0305751260358553,0.920277078692391
476,0.0401246421870134,0.0237036496717291,0.922941471527263
477,0.0396739720540111,0.0266494465469975,0.915326303644605
478,0.0346564606896997,0.0252328383788996,0.929308412034536
479,0.0434630472792996,0.029467819064946,0.90935575756993
481,0.0479405921916118,0.0195911535935629,0.917166462001692
482,0.0392358375741964,0.0256883543745996,0.922291172180621
483,0.038477936519115,0.0223125490303326,0.926554605095689
484,0.0367586631799277,0.0283979302811899,0.918558492869399
485,0.0444591760424409,0.0247273314062317,0.915114567843763
486,0.0396201109856307,0.025267404307022,0.921809158431749
487,0.0407358378611455,0.0267913854413511,0.918155226919531
489,0.0405696547470704,0.0276838002801671,0.913175800959524
490,0.0379369337988837,0.0179560589420467,0.929744389588941
491,0.0411796336504615,0.0256836765052997,0.921299080936232
492,0.0400158193184659,0.0288224039987259,0.914827147203439
493,0.0429266606368657,0.0208508908874698,0.922753168694973
494,0.0419835215714901,0.0288168139153484,0.915899250649233
495,0.0438365289833662,0.0300614317962742,0.90989118761166
496,0.0423791814812908,0.0282256601249635,0.914503251569313
497,0.0405362928584268,0.0199478634682322,0.928080871176251
498,0.0391370897071983,0.0275570421041378,0.919834093307159
499,0.0359411849109996,0.0261535290840094,0.920140430599127
500,0.0329498432837312,0.0221792467610307,0.932767774589613
501,0.0337470514275928,0.0214352379179168,0.928564984438958
502,0.0406173398744389,0.0241709661137941,0.924046416664314
503,0.0373078683552173,0.0258268603143499,0.925964903910964
504,0.0372366848935108,0.0249373710883534,0.927450491303606
505,0.037267597154484,0.0235606505763766,0.924627604151992
506,0.0457394989393372,0.0224616183808974,0.916648031458479
507,0.0378418253496857,0.0285539408582531,0.920755533778379
508,0.0378757691392604,0.0267861653733164,0.921674722999329
509,0.0394983550247101,0.0223066573212094,0.926414425774803
510,0.0455074669294913,0.0264524377585902,0.911058195138521
511,0.0374396160978225,0.0261777912133123,0.922656261702364
512,0.0393912523923348,0.0301685861007446,0.91529485707097
513,0.0403118006538854,0.0240393824827914,0.915801612032411
514,0.0404379128176462,0.0266787065848204,0.91950223691213
515,0.0441241701696082,0.0215426829308845,0.918275438470437
516,0.0415397871566849,0.030043819405341,0.911055343191035
517,0.0378833778690453,0.0242851449383261,0.92435722035858
518,0.0376529489674784,0.0231492381990197,0.927855228402383
519,0.0377825694518528,0.028172173507981,0.921067006619886
520,0.0447600707212619,0.0284081170366557,0.910768709691375
521,0.0380675126274781,0.0205855599004972,0.927786291003093
522,0.0347260612110425,0.021530438100644,0.934908657738573
523,0.0376580205624517,0.0261575383773334,0.922172469552211
524,0.0426247416163115,0.0233412567242102,0.922499658870598
